id,ticket_id,category1_id,category1_name,category2_id,category2_name,product_name,units,total_amount
15498,27284536,18,non_alcoholic_drinks,41,juice,SMOOTHIE FRESA,1.0,1.6
15499,27284536,7,chocolate_sweets,16,chocolate_derivatives,LCHỦ NEGRO 72% ALM,1.0,1.9
15500,27284536,2,oil_dressings_spices,63,spices_dressings_sauces,VINAGRE JEREZ RVA 82,1.0,1.2
15501,27284536,8,dairy,14,cheese,QUESO GOUDA LONCHAS,1.0,1.7
15502,27284536,12,home,18,cleaning_accessories,ESTROPAJO INOX,1.0,0.7
15503,27284536,12,home,64,stationery / office,COLOURS 250 G,1.0,1.0
15504,27284536,13,personal_care,8,bath_shower,JABON MANOS DERMOP,1.0,0.75
15505,27284536,9,pasta_rice_legumes,55,pasta_rice_cereals,GUISANTES P-3,1.0,1.3
15506,27284536,7,chocolate_sweets,16,chocolate_derivatives,MINI 6,5.0,1.25
15507,27284536,1,bakery,7,bakery / pastry,PAN INTEGRAL 16 REB.,1.0,0.69
15508,27284536,13,personal_care,52,oralcare,DENTIF PRO EXPERT,1.0,3.0
15509,27284536,12,home,19,cleaning_products,ROLLON ALOE VERA,1.0,0.75
15510,27284536,4,meat_fish,28,fish,Langostino Cocido,1.074,9.61
15511,27284536,4,meat_fish,28,fish,Rape Fresco Entero,1.56,13.96
15512,27222883,3,fruits_vegetables,32,fresh_vegetables,PATATA TRADICIONAL,1.0,0.7
15513,27222883,18,non_alcoholic_drinks,61,soda,NORDIC MIST LATA,4.0,2.0
15514,27222883,13,personal_care,47,men_beauty,ESPUMA PIEL SENSIBLE,1.0,2.2
15515,27222883,18,non_alcoholic_drinks,61,soda,COLA NORMAL 1250 ML,1.0,1.38
15516,27222883,2,oil_dressings_spices,63,spices_dressings_sauces,MAYONESA HELLMANN'S,1.0,1.99
15517,27222883,11,snacks_appetizers,2,appetizers,BANDERILLAS DULCES,1.0,0.99
15518,27126925,13,personal_care,34,haircare,MASCARILLA FFP2,5.0,7.5
15519,27126925,15,flour,36,home_baking,GASIFICANTE REPOSTER,1.0,0.49
15520,27126925,11,snacks_appetizers,2,appetizers,PATATAS EXTRACRUNCH,1.0,1.35
15521,27126925,12,home,42,laundry,DETERGENTE BLA/COL,1.0,6.95
15522,27126925,12,home,19,cleaning_products,BLOCKS WC AGUA AZUL,1.0,1.2
15523,27126925,11,snacks_appetizers,2,appetizers,PATATAS POLLO LIMON,1.0,1.05
15524,27126925,13,personal_care,8,bath_shower,GEL FRESCOR AZUL,1.0,0.75
15525,27126925,13,personal_care,8,bath_shower,GEL OLIVA,1.0,1.2
15526,27126925,13,personal_care,34,haircare,LACA ULTRA FUERTE,1.0,2.5
15527,27126925,13,personal_care,23,deodorants,SPRAY EXTRAPR MUJER,1.0,1.4
15528,27126925,13,personal_care,44,makeup_nails,PINCEL POLVO,1.0,6.0
15529,27126925,2,oil_dressings_spices,63,spices_dressings_sauces,PIMIENTO CHORICERO,1.0,1.3
15530,27126925,13,personal_care,8,bath_shower,ESPONJA MAQ. TRIANG,1.0,2.25
15531,27126925,2,oil_dressings_spices,63,spices_dressings_sauces,PIMIENTOS CHORICEROS,1.0,1.6
15532,27266368,3,fruits_vegetables,30,fresh_fruits,M. GOLDEN,1.0,2.01
15533,27266368,8,dairy,48,milk,LECHE ENTERA,2.0,1.32
15534,27266368,13,personal_care,44,makeup_nails,BARRA CAMPESINA,1.0,0.55
15535,27125320,12,home,18,cleaning_accessories,DIVERXUXES,1.0,1.9
15536,27125320,4,meat_fish,28,fish,FLTE BACALAD,1.0,4.25
15537,27125320,3,fruits_vegetables,32,fresh_vegetables,CEBOLLA TUBO,1.0,0.85
15538,27125320,22,sugar_sweeteners,66,sugar_sweeteners,AZUCAR,1.0,0.73
15539,27125320,2,oil_dressings_spices,63,spices_dressings_sauces,SALSA DE SOJA SALADA,1.0,1.35
15540,27125320,3,fruits_vegetables,32,fresh_vegetables,AJO NEGRO PELADO,1.0,3.99
15541,27125320,3,fruits_vegetables,30,fresh_fruits,UVA BLANCA C/SEM,1.0,1.39
15542,27125320,6,coffee_cacao_infusions,69,tea_infusions,MANZANA CANELA,1.0,1.3
15543,27125320,3,fruits_vegetables,30,fresh_fruits,PAN DE PUEBLO MANZANA GOLDEN,1.0,1.15
15544,27125320,8,dairy,38,icecream_frozen_desserts,1 NARANJA,0.67,1.13
15545,27285931,21,pet_care,1,animals,C. ESPECIAL BOTELLIN,1.0,4.2
15546,27285931,8,dairy,48,milk,LECHE SEMI S/LACT,1.0,4.74
15547,27285931,12,home,42,laundry,DETERGENTE BLA/COL,1.0,3.95
15548,27285931,12,home,19,cleaning_products,DESINFECTANT TEJIDOS,1.0,2.0
15549,27285931,13,personal_care,8,bath_shower,GEL DERMO AVENA,1.0,1.2
15550,27285931,18,non_alcoholic_drinks,61,soda,COCA COLA ZERO ZERO,3.0,2.25
15551,27285931,13,personal_care,8,bath_shower,JABON DE MANOS,1.0,1.1
15552,27285931,4,meat_fish,71,transformed_meat,PATE FINAS HIERBAS,2.0,1.8
15553,27285931,4,meat_fish,71,transformed_meat,PATE DE PIMIENTA,1.0,0.9
15554,27285931,9,pasta_rice_legumes,55,pasta_rice_cereals,MACARRON,1.0,0.65
15555,27285931,9,pasta_rice_legumes,55,pasta_rice_cereals,SPAGHETTI,1.0,0.65
15556,27285931,4,meat_fish,71,transformed_meat,SARTA PICANTE,1.0,1.89
15557,27285931,3,fruits_vegetables,72,transformed_vegetables,TOMATE FRITO A.OLIVA,1.0,0.85
15558,27285931,14,eggs,25,eggs,12 HUEVOS CAMPEROS,1.0,2.4
15559,27285931,8,dairy,76,yogurts,BIFIDUS 0%% PERA,1.0,1.0
15560,27285931,8,dairy,14,cheese,RULITO QUESO PINA,1.0,1.2
15561,27285931,11,snacks_appetizers,2,appetizers,RULITO TRUFA,1.0,2.6
15562,27285931,8,dairy,14,cheese,Q.FR.VACA SIN LACTOS,1.0,1.9
15563,27285931,8,dairy,22,dairy_desserts,POSTRE TRIPLE CHOCO,2.0,4.8
15564,27285931,4,meat_fish,46,meat,MANTECA DE CERDO,1.0,1.85
15565,27285931,12,home,29,food_conservation,FILM TRANSPARENTE 80,1.0,0.9
15566,27285931,3,fruits_vegetables,32,fresh_vegetables,ZANAHORIA 500 G,1.0,0.53
15567,27285931,3,fruits_vegetables,30,fresh_fruits,UVA BLANCA S/SEM,1.0,2.17
15568,27285931,3,fruits_vegetables,32,fresh_vegetables,PIMIENTO SEMIPICANTE,1.0,1.15
15569,27285931,3,fruits_vegetables,32,fresh_vegetables,COGOLLOS,1.0,1.0
15570,27285931,3,fruits_vegetables,32,fresh_vegetables,PATATA GUARN.,1.0,1.8
15571,27285931,3,fruits_vegetables,32,fresh_vegetables,ESPINACA BABY,1.0,0.99
15572,27285931,3,fruits_vegetables,30,fresh_fruits,MANDARINA BANDEJA,1.0,2.79
15573,27285931,3,fruits_vegetables,72,transformed_vegetables,CHAMPIÑON LIMPIO LAM,1.0,1.31
15574,27285931,3,fruits_vegetables,30,fresh_fruits,UVA BLANCA C/SEM,1.0,1.39
15575,27285931,3,fruits_vegetables,32,fresh_vegetables,RUCULA 50 G,1.0,0.75
15576,27285931,17,alcoholic_drinks_spirits,74,wine,ESP VERDE FINO,1.0,1.55
15577,27285931,3,fruits_vegetables,32,fresh_vegetables,PIMIENTO TRICOLOR,1.0,1.79
15578,27285931,7,chocolate_sweets,16,chocolate_derivatives,T.CHERRY PERA NEGRO,1.0,1.39
15579,27285931,3,fruits_vegetables,32,fresh_vegetables,TOMATE CHERRY RAMA,1.0,2.39
15580,27285931,3,fruits_vegetables,72,transformed_vegetables,JUDIA PLANA 750 GR,1.0,2.25
15581,27285931,3,fruits_vegetables,30,fresh_fruits,UVA BLANCA S/SEM,1.0,2.35
15582,27285931,15,flour,36,home_baking,HARINA FRITOS,1.0,0.8
15583,27285931,3,fruits_vegetables,30,fresh_fruits,UVA BLANCA S/SEM,1.0,2.27
15584,27285931,12,home,54,paper_rolls,HIGIENICO DOBLE ROLL,1.0,2.15
15585,27285931,19,breakfast_cereals,56,pastry_sweet_bakery,ROLLO HOGAR DOBLE,1.0,1.78
15586,27285931,3,fruits_vegetables,30,fresh_fruits,G. LATEX. DESEH. P-M MANZANA FUJI,1.0,3.5
15587,27285931,3,fruits_vegetables,32,fresh_vegetables,1 TOMATE ENSALADA,0.43,0.94
15588,27285931,3,fruits_vegetables,32,fresh_vegetables,1 CALABACIN VERDE,0.602,1.08
15589,27285931,3,fruits_vegetables,30,fresh_fruits,1 MELON PIEL SAPO,0.612,1.22
15590,27285931,3,fruits_vegetables,30,fresh_fruits,AGUACATE,1.0,3.85
15591,27285931,3,fruits_vegetables,30,fresh_fruits,MANDARINA,1.0,0.61
15592,27080731,6,coffee_cacao_infusions,20,coffee_cacao,CAPUCCINO DOLCE GUST,1.0,4.25
15593,27080731,6,coffee_cacao_infusions,20,coffee_cacao,CHOCOCINO,1.0,4.25
15594,27080731,1,bakery,7,bakery / pastry,PANECILLO,2.0,0.2
15595,27080731,12,home,42,laundry,REC.AUT.ROPA LIMPIA,1.0,1.8
15596,27080731,13,personal_care,23,deodorants,REXONA ANTIMANCHAS,1.0,2.49
15597,27080731,3,fruits_vegetables,70,transformed_fruits,UVA EN ALMIBAR,1.0,1.65
15598,27080731,2,oil_dressings_spices,63,spices_dressings_sauces,HUMMUS CLASICO PLATANO,1.0,1.1
15599,27076576,3,fruits_vegetables,72,transformed_vegetables,PEREJIL TROCEADO,1.0,0.7
15600,27076576,3,fruits_vegetables,32,fresh_vegetables,BROTES TIERNOS,1.0,0.69
15601,27076576,11,snacks_appetizers,2,appetizers,PATATAS CHURRERIA,1.0,0.85
15602,27076576,17,alcoholic_drinks_spirits,9,beer,"CERV TOSTADA 0,0",2.0,0.8
15603,27076576,8,dairy,22,dairy_desserts,FLAN DE HUEVO X9,1.0,2.1
15604,27076576,3,fruits_vegetables,72,transformed_vegetables,ESPARRAGO CORTO DELG,1.0,1.2
15605,27076576,11,snacks_appetizers,2,appetizers,ACEITUNA NEGRA S/H,1.0,0.9
15606,27076576,4,meat_fish,71,transformed_meat,CHARCUTERIA,0.85,8.46
15607,27160360,17,alcoholic_drinks_spirits,9,beer,CERVEZA CLASICA LATA,1.0,2.76
15608,27160360,17,alcoholic_drinks_spirits,9,beer,"CERVEZA 0,0%",1.0,3.96
15609,27160360,1,bakery,7,bakery / pastry,PANECILLO,6.0,0.6
15610,27160360,2,oil_dressings_spices,63,spices_dressings_sauces,KETCHUP,1.0,2.35
15611,27160360,3,fruits_vegetables,70,transformed_fruits,UVA EN ALMIBAR,2.0,3.3
15612,27160360,6,coffee_cacao_infusions,20,coffee_cacao,CAFE MOLIDO MEZCLA,2.0,3.36
15613,27160360,6,coffee_cacao_infusions,20,coffee_cacao,0. VIEJO INTENSO,1.0,3.87
15614,27160360,4,meat_fish,71,transformed_meat,JAMON SERRANO 1/2 L.,1.0,3.54
15615,27052570,3,fruits_vegetables,72,transformed_vegetables,COL LOMBARDA CORTADA,1.0,0.95
15616,27052570,8,dairy,14,cheese,Q. RALLADO EMMENTAL,1.0,1.15
15617,27052570,3,fruits_vegetables,32,fresh_vegetables,CHAMPIÑON GRANDE BAN,1.0,1.71
15618,27052570,3,fruits_vegetables,32,fresh_vegetables,CHAMPIÑON GRANDE BAN,1.0,1.72
15619,27052570,3,fruits_vegetables,30,fresh_fruits,UVA BLANCA C/SEM,1.0,1.5
15620,27052570,8,dairy,14,cheese,I QUESO RALLADO S/LACT,1.0,1.65
15621,27052570,0,prepared_foods,33,frozen_prepared,BARRA DE PAN,1.0,0.45
15622,27052570,3,fruits_vegetables,32,fresh_vegetables,PANDORO BERENJENA,1.0,3.85
15623,27159388,3,fruits_vegetables,72,transformed_vegetables,PUERROS,1.0,1.22
15624,27159388,3,fruits_vegetables,32,fresh_vegetables,CHAMPINON BANDEJA P,1.0,1.18
15625,27159388,3,fruits_vegetables,32,fresh_vegetables,ZANAHORIA 500 G CALABACIN BLANCO,1.0,0.53
15626,27159388,3,fruits_vegetables,30,fresh_fruits,KIWI VERDE,0.406,0.73
15627,27159388,3,fruits_vegetables,32,fresh_vegetables,1 TOMATE RAMA,0.888,2.83
15628,27159388,3,fruits_vegetables,72,transformed_vegetables,1 PIMIENTO ROJO,0.724,1.3
15629,27115171,3,fruits_vegetables,30,fresh_fruits,MANDARINA,1.0,2.98
15630,27115171,3,fruits_vegetables,30,fresh_fruits,UVA ROJA S/S,1.0,2.41
15631,27115171,1,bakery,7,bakery / pastry,PANECILLO 11UDS,1.0,1.0
15632,27115171,6,coffee_cacao_infusions,69,tea_infusions,VELAS TE CHAT,1.0,1.5
15633,27115171,3,fruits_vegetables,32,fresh_vegetables,CEBOLLA TUBO,1.0,1.15
15634,27115171,4,meat_fish,28,fish,Langostino Crudo,1.018,9.67
15635,27115171,4,meat_fish,28,fish,Gambón,1.066,10.13
15636,27266911,17,alcoholic_drinks_spirits,9,beer,CERVEZ. ESPECIAL LATA,4.0,1.12
15637,27266911,1,bakery,7,bakery / pastry,BARRA DE PAN 3 UNIDA,1.0,1.1
15638,27106465,6,coffee_cacao_infusions,20,coffee_cacao,MATTE INK 20,1.0,6.6
15639,27106465,12,home,0,air_fresheners,PERFUMADOR,1.0,2.9
15640,27106465,0,prepared_foods,31,fresh_prepared,PIZZA MARGARITA NAPO,1.0,3.3
15641,27106465,3,fruits_vegetables,32,fresh_vegetables,REDONDO BERENJENA,1.0,2.0
15642,27106465,19,breakfast_cereals,10,biscuits,GALL. ESPELTA 0% AZ.,1.0,1.25
15643,27106465,2,oil_dressings_spices,63,spices_dressings_sauces,SALSA BOLOÑESA,1.0,0.95
15644,27106465,3,fruits_vegetables,30,fresh_fruits,UVA BLANCA 500 G,1.0,1.5
15645,27106465,4,meat_fish,71,transformed_meat,MEDALLON MARINADO,1.0,3.61
15646,27106465,4,meat_fish,28,fish,SALMON AHUMADO,1.0,2.78
15647,27106465,4,meat_fish,46,meat,COTILLON,2.0,2.0
15648,27106465,12,home,54,paper_rolls,SERVILLETAS ROJAS,1.0,1.0
15649,27106465,8,dairy,14,cheese,CREMA Q. BRIE/TRUFA,1.0,1.49
15650,27106465,9,pasta_rice_legumes,55,pasta_rice_cereals,MANTEL POINSETTIA,1.0,3.6
15651,27106465,19,breakfast_cereals,56,pastry_sweet_bakery,PALMERITAS,1.0,1.0
15652,27106465,3,fruits_vegetables,72,transformed_vegetables,TOMATE NATURAL RALLA,1.0,1.29
15653,27106465,8,dairy,14,cheese,QUESO FRESCO ENSALAD,1.0,1.6
15654,27106465,6,coffee_cacao_infusions,69,tea_infusions,INFUSION DORMIR,1.0,1.0
15655,27106465,12,home,19,cleaning_products,REC.AUT.ROPA LIMPIA BANANA,1.0,1.8
15656,27106465,3,fruits_vegetables,30,fresh_fruits,MANDARINA,1.452,1.52
15657,27062011,18,non_alcoholic_drinks,61,soda,TONICA SCHWEPPES H-8,1.0,4.72
15658,27062011,0,prepared_foods,59,shelf_prepared,LECHE DE COCO,2.0,2.8
15659,27062011,12,home,64,stationery / office,PAPEL REGALO ADULTO,1.0,0.7
15660,27062011,3,fruits_vegetables,30,fresh_fruits,LIMON,1.0,1.52
15661,27062011,18,non_alcoholic_drinks,61,soda,SPRITE FRESH 2L,1.0,1.0
15662,27062011,19,breakfast_cereals,10,biscuits,BARRITA RELLENA LECH,1.0,1.59
15663,27062011,18,non_alcoholic_drinks,41,juice,ZUMO DE NARANJA EXPR,2.0,2.0
15664,27062011,11,snacks_appetizers,2,appetizers,PATATINAS EXTRACRUJI,1.0,1.05
15665,27062011,5,nuts_seeds,50,nuts_dried_fruits,PIPA GIGANTE AGUASAL,1.0,1.05
15666,27062011,19,breakfast_cereals,10,biscuits,GALLETA RELIEVE,1.0,1.1
15667,27062011,7,chocolate_sweets,68,sweets_chewing_gum,CHICLE HIERBA LAMINA,2.0,1.2
15668,27062011,17,alcoholic_drinks_spirits,53,other_alcohol,LICOR CREMA,1.0,5.69
15669,27062011,3,fruits_vegetables,30,fresh_fruits,UVA BLANCA S/S RELOJ,2.0,2.4
15670,27062011,7,chocolate_sweets,16,chocolate_derivatives,CHOCO FUNDIR S/A 70%,1.0,1.5
15671,27062011,3,fruits_vegetables,72,transformed_vegetables,PEREJIL TROCEADO,1.0,1.1
15672,27062011,0,prepared_foods,31,fresh_prepared,PIZZA TIROLESA,1.0,2.5
15673,27062011,7,chocolate_sweets,16,chocolate_derivatives,FIDEOS CHOCOLATE,1.0,1.05
15674,27062011,11,snacks_appetizers,2,appetizers,AROS DE MAIZ,1.0,0.9
15675,27062011,8,dairy,13,butter_cream,NATA SPRAY,1.0,0.95
15676,27062011,8,dairy,14,cheese,MASCARPONE,1.0,2.9
15677,27062011,22,sugar_sweeteners,66,sugar_sweeteners,AZUCAR MORENO,1.0,1.65
15678,27062011,8,dairy,22,dairy_desserts,CUAJADA,1.0,1.13
15679,27062011,8,dairy,13,butter_cream,NATA MONTAR,1.0,1.3
15680,27062011,4,meat_fish,71,transformed_meat,BACON LONCHAS,1.0,1.84
15681,27062011,4,meat_fish,28,fish,SALMON AHUMADO,1.0,2.71
15682,27062011,5,nuts_seeds,50,nuts_dried_fruits,T. CREAM AVELLANA,1.0,1.45
15683,27110461,15,flour,36,home_baking,MASA QUEBRADA BRISA,1.0,2.38
15684,27110461,8,dairy,13,butter_cream,HOJALDRE MANTEQUILLA,1.0,2.0
15685,27110461,22,sugar_sweeteners,66,sugar_sweeteners,AZUCAR MORENO PANELA,1.0,1.8
15686,27110461,15,flour,36,home_baking,MASA EMPANAD. REFRIG,1.0,0.89
15687,27110461,23,dairy_alternative_products,21,dairy_alternative_products,BEBIDA AVENA,1.0,0.9
15688,27110461,0,prepared_foods,31,fresh_prepared,SANDWICH PAVO,1.0,1.5
15689,27110461,20,baby,4,baby_accessories,FONDUE ENTREMONT,1.0,3.35
15690,27110461,4,meat_fish,28,fish,ATON CLARO OLIVA PK6,1.0,3.95
15691,27110461,4,meat_fish,28,fish,ATUN CLARO NATURAL,1.0,3.45
15692,27110461,1,bakery,7,bakery / pastry,PAN M. 100%INT S/AZO,1.0,1.09
15693,27110461,8,dairy,76,yogurts,BIFIDUS OX0% NAT CRE,1.0,1.35
15694,27110461,8,dairy,22,dairy_desserts,NATILLAS VAINILLA FRAMBUESA 170 GR,1.0,0.75
15695,27110461,5,nuts_seeds,50,nuts_dried_fruits,MIX FRUTOS ROJAS,1.0,1.99
15696,27110461,19,breakfast_cereals,56,pastry_sweet_bakery,PORCION LIGHT,1.0,1.25
15697,27110461,8,dairy,14,cheese,QUESO GOUDA LONCHAS,1.0,1.7
15698,27110461,8,dairy,14,cheese,Q.BURGOS DESNATADO 6,1.0,1.43
15699,27110461,19,breakfast_cereals,12,breakfast_cereals,COPOS DE ESPELTA 0%,1.0,1.6
15700,27110461,14,eggs,25,eggs,6 HUEVOS GRANDES-L,1.0,0.95
15701,27110461,11,snacks_appetizers,2,appetizers,CHOCO NEGRO,1.0,0.75
15702,27110461,4,meat_fish,71,transformed_meat,JAMON COCIDO NATURAL,1.0,2.1
15703,27110461,4,meat_fish,71,transformed_meat,PECHUGA PAV FINAS,1.0,1.75
15704,27110461,4,meat_fish,71,transformed_meat,LONCHA JAM CEBO 50%,1.0,6.44
15705,27110461,17,alcoholic_drinks_spirits,53,other_alcohol,SIDRA EL MAYU 750ML,1.0,0.99
15706,27110461,3,fruits_vegetables,30,fresh_fruits,UVA BLANCA S/SEM,1.0,2.2
15707,27110461,1,bakery,7,bakery / pastry,PICOS SIN GLUTEN,1.0,1.5
15708,27110461,11,snacks_appetizers,2,appetizers,NACHOS,1.0,0.85
15709,27110461,2,oil_dressings_spices,63,spices_dressings_sauces,GUACAMOLE 200 G,1.0,1.59
15710,27110461,2,oil_dressings_spices,63,spices_dressings_sauces,HUMMUS CLASICO,1.0,1.1
15711,27110461,0,prepared_foods,59,shelf_prepared,MARIA SIN GLUTEN,1.0,1.35
15712,27110461,3,fruits_vegetables,30,fresh_fruits,TORTIL.MAIZ S/GLUTEN PERA CONFERENCIA,1.0,1.95
15713,27110461,15,flour,36,home_baking,1 MANZANA ROYAL,0.424,0.59
15714,27110461,11,snacks_appetizers,2,appetizers,1 TOMATE NEGRO,0.554,0.94
15715,27110461,3,fruits_vegetables,30,fresh_fruits,1 PLATANO,0.714,1.71
15716,27030012,2,oil_dressings_spices,63,spices_dressings_sauces,HUMMUS CLASICO,1.0,1.1
15717,27030012,11,snacks_appetizers,2,appetizers,ACEITUNAS GAZPACHAS,1.0,2.0
15718,27030012,4,meat_fish,28,fish,MEJILL.SALSA VIEIRA,1.0,1.2
15719,27030012,4,meat_fish,28,fish,MEJIL.EN ESC.PICANT,1.0,1.1
15720,27030012,3,fruits_vegetables,30,fresh_fruits,UVA BLANCA S/SEM,1.0,2.29
15721,27030012,8,dairy,22,dairy_desserts,FLAN QUESO MANDARINA,1.0,1.5
15722,27030012,3,fruits_vegetables,30,fresh_fruits,1 PLATANO,0.65,1.23
15723,27030012,17,alcoholic_drinks_spirits,53,other_alcohol,1 POLVORON GRANEL,0.406,0.99
15724,27019728,16,water,73,water_aromatized,AGUA S/GAS,1.0,1.08
15725,27019728,3,fruits_vegetables,32,fresh_vegetables,PATATA MALLA,1.0,4.79
15726,27019728,8,dairy,22,dairy_desserts,NATILLA VAINILLA X 8,1.0,2.99
15727,27019728,18,non_alcoholic_drinks,41,juice,ZUMO DE MELOCOTON Y,3.0,2.1
15728,27019728,8,dairy,76,yogurts,GRIEGO NATURAL AZUCA,1.0,1.05
15729,27019728,0,prepared_foods,31,fresh_prepared,TORTILLA PAT/CHORIZO,1.0,2.5
15730,27019728,4,meat_fish,71,transformed_meat,CHORIZO IBER BIPACK,1.0,1.95
15731,27019728,4,meat_fish,71,transformed_meat,FIAMBRE MAGRO ADOBAD,1.0,3.45
15732,27019728,4,meat_fish,28,fish,FILETES DE LOMO,1.0,3.11
15733,27019728,4,meat_fish,46,meat,FILETE PECHUGA FINO,1.0,4.79
