"id","user_id","retailer","payment_method","date"
"26383576","1776886","Mercadona","EFE","2021-12-20 19:48:00"
"26353864","1217828","Mercadona","EFE","2021-12-20 19:15:00"
"26356495","1188152","Mercadona","TAR","2021-12-20 18:39:00"
"26340820","242603","Mercadona","TAR","2021-12-20 18:14:00"
"26325067","831701","Mercadona","EFE","2021-12-20 17:26:00"
"26319331","3720733","Mercadona","TAR","2021-12-20 16:50:00"
"26303734","192164","Mercadona","EFE","2021-12-20 16:03:00"
"26313295","3588022","Mercadona","TAR","2021-12-20 15:02:00"
"26308204","3757354","Mercadona","TAR","2021-12-20 15:02:00"
"26306173","3757354","Mercadona","TAR","2021-12-20 14:52:00"
"26309746","319418","Mercadona","TAR","2021-12-20 14:03:00"
"26335792","3759187","Mercadona","TAR","2021-12-20 13:24:00"
"26220172","2700235","Mercadona","TAR","2021-12-20 11:14:00"
"26176720","1991031","Mercadona","TAR","2021-12-18 19:38:00"
"26178070","3524337","Mercadona","TAR","2021-12-18 19:30:00"
"26160832","2627030","Mercadona","EFE","2021-12-18 13:45:00"
"26160727","2627030","Mercadona","EFE","2021-12-18 13:45:00"
"26160676","2627030","Mercadona","EFE","2021-12-18 13:45:00"
"26159188","2675100","Mercadona","TAR","2021-12-18 12:34:00"
"26136031","1237591","Mercadona","TAR","2021-12-18 09:45:00"
"26117947","1018538","Mercadona","EFE","2021-12-17 20:23:00"
"26175256","873117","Mercadona","TAR","2021-12-17 20:21:00"
"26126779","2388406","Mercadona","TAR","2021-12-17 18:26:00"
"26106895","483123","Mercadona","TAR","2021-12-17 18:19:00"
"26145559","1622466","Mercadona","TAR","2021-12-17 17:00:00"
"26092837","3406197","Mercadona","TAR","2021-12-17 15:08:00"
"26091370","921029","Mercadona","TAR","2021-12-17 14:38:00"
"26092225","1456451","Mercadona","EFE","2021-12-17 14:14:00"
"26090995","3438832","Mercadona","TAR","2021-12-17 14:09:00"
"26129386","935254","Mercadona","TAR","2021-12-17 14:06:00"
"26087419","3729361","Mercadona","EFE","2021-12-17 12:42:00"
"26082196","115683","Mercadona","EFE","2021-12-17 11:18:00"
"26106841","1029847","Mercadona","EFE","2021-12-17 11:10:00"
"26101849","2181026","Mercadona","EFE","2021-12-17 09:08:00"
"25994629","2505744","Mercadona","TAR","2021-12-16 16:08:00"
"25991812","3720733","Mercadona","TAR","2021-12-16 14:09:00"
"25965409","3711829","Mercadona","TAR","2021-12-16 12:41:00"
"27265837","3804066","Mercadona","EFE","2021-12-16 12:24:00"
"25963009","3729361","Mercadona","EFE","2021-12-16 11:30:00"
"25835755","3748933","Mercadona","TAR","2021-12-15 19:50:00"
"25827889","3556197","Mercadona","TAR","2021-12-15 16:52:00"
"25827880","3556197","Mercadona","TAR","2021-12-15 16:52:00"
"25827862","3556197","Mercadona","TAR","2021-12-15 16:52:00"
"25788652","921029","Mercadona","TAR","2021-12-14 14:50:00"
"25787179","3711829","Mercadona","TAR","2021-12-14 13:06:00"
"25781782","1029847","Mercadona","EFE","2021-12-14 10:46:00"
"25786762","1033159","Mercadona","TAR","2021-12-14 10:38:00"
"25707877","2694175","Mercadona","TAR","2021-12-13 18:39:00"
"25753354","1744211","Mercadona","TAR","2021-12-13 12:34:00"
"25548052","1033673","Mercadona","TAR","2021-12-13 12:00:00"
"25550092","2388406","Mercadona","TAR","2021-12-13 11:36:00"
"25537990","1102210","Mercadona","TAR","2021-12-13 11:03:00"
"25753609","1744211","Mercadona","TAR","2021-12-13 10:01:00"
"25477054","3731740","Mercadona","TAR","2021-12-11 21:10:00"
"25474747","363694","Mercadona","TAR","2021-12-11 20:35:00"
"25490623","863647","Mercadona","TAR","2021-12-11 19:52:00"
"25468159","299937","Mercadona","TAR","2021-12-11 19:49:00"
"25495759","921620","Mercadona","TAR","2021-12-11 19:39:00"
"25458127","356816","Mercadona","TAR","2021-12-11 16:11:00"
"25494172","3732871","Mercadona","TAR","2021-12-11 14:12:00"
"25445491","696483","Mercadona","TAR","2021-12-11 13:36:00"
"25455214","2627030","Mercadona","EFE","2021-12-11 13:19:00"
"25431331","687352","Mercadona","TAR","2021-12-11 11:28:00"
"25444618","3726979","Mercadona","TAR","2021-12-11 11:12:00"
"25454104","3713656","Mercadona","EFE","2021-12-11 10:45:00"
"25421986","3677127","Mercadona","TAR","2021-12-10 21:14:00"
"25415617","3387727","Mercadona","TAR","2021-12-10 20:52:00"
"25415560","3387727","Mercadona","TAR","2021-12-10 20:52:00"
"25398370","2939665","Mercadona","TAR","2021-12-10 19:15:00"
"25391677","3359697","Mercadona","TAR","2021-12-10 18:38:00"
"25408702","1237591","Mercadona","TAR","2021-12-10 17:40:00"
"25408567","1237591","Mercadona","TAR","2021-12-10 17:40:00"
"25389769","186648","Mercadona","TAR","2021-12-10 17:34:00"
"25397881","2091106","Mercadona","TAR","2021-12-10 17:17:00"
"25397797","2091106","Mercadona","TAR","2021-12-10 17:17:00"
"25431715","3732997","Mercadona","EFE","2021-12-10 17:16:00"
"25369207","3632765","Mercadona","TAR","2021-12-10 17:09:00"
"25431580","3732997","Mercadona","EFE","2021-12-10 16:20:00"
"25378828","309543","Mercadona","TAR","2021-12-10 15:51:00"
"25372477","921620","Mercadona","TAR","2021-12-10 14:54:00"
"25372420","921029","Mercadona","TAR","2021-12-10 14:54:00"
"25371103","3296297","Mercadona","TAR","2021-12-10 14:38:00"
"25375246","3438832","Mercadona","TAR","2021-12-10 14:29:00"
"25399192","319418","Mercadona","EFE","2021-12-10 13:20:00"
"25427683","298915","Mercadona","EFE","2021-12-10 11:48:00"
"25428658","3266742","Mercadona","TAR","2021-12-10 11:38:00"
"25422283","3467772","Mercadona","DES","2021-12-10 11:36:00"
"25367395","115683","Mercadona","TAR","2021-12-10 11:30:00"
"25357924","3713158","Mercadona","EFE","2021-12-10 11:12:00"
"25389184","1029847","Mercadona","EFE","2021-12-10 10:42:00"
"25380715","3213772","Mercadona","TAR","2021-12-10 10:39:00"
"25342396","149716","Mercadona","TAR","2021-12-10 09:50:00"
"25342330","149716","Mercadona","TAR","2021-12-10 09:50:00"
"25355872","3632765","Mercadona","TAR","2021-12-10 00:00:00"
"25291600","3724078","Mercadona","TAR","2021-12-09 21:09:00"
"25290640","1776886","Mercadona","EFE","2021-12-09 21:03:00"
"25291414","1033159","Mercadona","EFE","2021-12-09 21:01:00"
"25291915","1173842","Mercadona","EFE","2021-12-09 21:00:00"
"25285624","1188152","Mercadona","TAR","2021-12-09 20:03:00"
"25277632","3065782","Mercadona","TAR","2021-12-09 19:55:00"
"25258918","2481752","Mercadona","EFE","2021-12-09 19:21:00"
"25282915","2722835","Mercadona","TAR","2021-12-09 19:14:00"
"25287634","242603","Mercadona","TAR","2021-12-09 19:11:00"
"25208140","1035174","Mercadona","TAR","2021-12-09 18:12:00"
"25056025","2625495","Mercadona","TAR","2021-12-09 14:16:00"
"27957634","3713806","Mercadona","TAR","2021-12-09 11:35:00"
"24832096","3707905","Mercadona","TAR","2021-12-07 18:11:00"
"24907186","3078717","Mercadona","TAR","2021-12-07 16:23:00"
"24793882","186648","Mercadona","TAR","2021-12-07 16:19:00"
"24919888","1194300","Mercadona","TAR","2021-12-07 14:39:00"
"25033990","2421670","Mercadona","TAR","2021-12-07 14:21:00"
"24752152","3309347","Mercadona","TAR","2021-12-07 13:21:00"
"24750778","3711829","Mercadona","TAR","2021-12-07 13:02:00"
"24803029","1033159","Mercadona","TAR","2021-12-07 11:39:00"
"24853924","363694","Mercadona","TAR","2021-12-07 11:27:00"
"24759802","1217828","Mercadona","EFE","2021-12-07 09:46:00"
"25018033","582472","Mercadona","EFE","2021-12-04 20:11:00"
"24687607","2627030","Mercadona","EFE","2021-12-04 14:00:00"
"24668311","687352","Mercadona","TAR","2021-12-04 11:23:00"
"25021888","3721642","Mercadona","EFE","2021-12-04 09:21:00"
"24647431","3359697","Mercadona","TAR","2021-12-03 20:12:00"
"24647617","2343949","Mercadona","TAR","2021-12-03 19:31:00"
"24645688","1456451","Mercadona","TAR","2021-12-03 19:17:00"
"24645640","1456451","Mercadona","TAR","2021-12-03 19:17:00"
"24650044","376303","Mercadona","TAR","2021-12-03 19:08:00"
"24643411","1188152","Mercadona","TAR","2021-12-03 18:47:00"
"24662593","3570527","Mercadona","EFE","2021-12-03 17:31:00"
"24643483","1188152","Mercadona","TAR","2021-12-03 16:47:00"
"24627898","921029","Mercadona","TAR","2021-12-03 14:51:00"
"24608839","921549","Mercadona","TAR","2021-12-03 14:47:00"
"25194172","1001586","Mercadona","EFE","2021-12-03 14:43:00"
"24669574","319418","Mercadona","TAR","2021-12-03 13:51:00"
"24631573","2731590","Mercadona","TAR","2021-12-03 12:58:00"
"24631492","2731590","Mercadona","TAR","2021-12-03 12:58:00"
"24667396","2935635","Mercadona","TAR","2021-12-03 12:18:00"
"24619735","1139340","Mercadona","TAR","2021-12-03 12:04:00"
"24622534","1217828","Mercadona","TAR","2021-12-03 09:22:00"
"24603700","3570527","Mercadona","TAR","2021-12-02 21:40:00"
"24603214","3570527","Mercadona","TAR","2021-12-02 21:40:00"
"24649351","3704842","Mercadona","TAR","2021-12-02 19:15:00"
"25004899","3632765","Mercadona","TAR","2021-12-02 17:09:00"
"25004665","3632765","Mercadona","TAR","2021-12-02 17:09:00"
"24591103","831701","Mercadona","EFE","2021-12-02 16:29:00"
"24575647","921620","Mercadona","TAR","2021-12-02 14:47:00"
"24575383","921029","Mercadona","TAR","2021-12-02 14:47:00"
"24573145","3153347","Mercadona","TAR","2021-12-02 14:13:00"
"24573007","1112243","Mercadona","TAR","2021-12-02 14:10:00"
"24555985","1033159","Mercadona","TAR","2021-12-01 20:54:00"
"24537931","483123","Mercadona","TAR","2021-12-01 18:05:00"
"24535621","1912406","Mercadona","TAR","2021-12-01 17:37:00"
"24548386","363694","Mercadona","TAR","2021-12-01 14:54:00"
"24597442","3493842","Mercadona","TAR","2021-12-01 10:54:00"
"24530467","3493842","Mercadona","TAR","2021-12-01 10:54:00"
"24529876","3493842","Mercadona","TAR","2021-12-01 10:54:00"
"24529738","3493842","Mercadona","TAR","2021-12-01 10:54:00"
"24611056","3701098","Mercadona","TAR","2021-12-01 10:41:00"
"24514213","1175048","Mercadona","TAR","2021-12-01 10:32:00"
"24535837","1217828","Mercadona","EFE","2021-12-01 09:40:00"
"24535729","1217828","Mercadona","EFE","2021-12-01 09:40:00"
"27288061","2030261","Carrefour","TAR","2021-12-30 22:19:00"
"27181693","2669720","Carrefour","TAR","2021-12-30 20:55:00"
"27181597","2669720","Carrefour","TAR","2021-12-30 20:55:00"
"27165202","137231","Carrefour","TAR","2021-12-30 19:03:00"
"27152983","2625170","Carrefour","TAR","2021-12-30 17:55:00"
"27103489","1127665","Carrefour","TAR","2021-12-30 15:07:00"
"27090511","1127665","Carrefour","TAR","2021-12-30 14:25:00"
"27099676","1584331","Carrefour","TAR","2021-12-30 13:54:00"
"27099259","1584331","Carrefour","TAR","2021-12-30 13:53:00"
"27077569","109649","Carrefour","TAR","2021-12-30 13:44:00"
"27075982","109649","Carrefour","TAR","2021-12-30 13:44:00"
"27085537","1101089","Carrefour","TAR","2021-12-30 13:41:00"
"27056692","165881","Carrefour","EFE","2021-12-30 12:59:00"
"27048403","947334","Carrefour","TAR","2021-12-30 12:23:00"
"27128809","951894","Carrefour","EFE","2021-12-30 00:00:00"
"27208339","2625170","Carrefour","TAR","2021-12-29 19:32:00"
"27046738","2625170","Carrefour","EFE","2021-12-29 17:43:00"
"27027555","3141982","Carrefour","EFE","2021-12-29 12:55:00"
"27012144","1101089","Carrefour","TAR","2021-12-29 07:35:00"
"27315223","1186659","Carrefour","EFE","2021-12-28 21:57:00"
"27000135","1005751","Carrefour","TAR","2021-12-28 20:14:00"
"26997579","759151","Carrefour","TAR","2021-12-28 20:05:00"
"26998515","3799777","Carrefour","EFE","2021-12-28 19:07:00"
"26989785","364694","Carrefour","TAR","2021-12-28 18:25:00"
"27045958","215050","Carrefour","TAR","2021-12-28 18:16:00"
"26990064","215050","Carrefour","TAR","2021-12-28 18:16:00"
"26987355","357291","Carrefour","TAR","2021-12-28 17:45:00"
"26987295","357291","Carrefour","TAR","2021-12-28 17:45:00"
"26987259","357291","Carrefour","TAR","2021-12-28 17:45:00"
"26966205","1186659","Carrefour","EFE","2021-12-28 12:42:00"
"26966136","1186659","Carrefour","EFE","2021-12-28 12:42:00"
"26954127","1948616","Carrefour","EFE","2021-12-28 08:27:00"
"26954124","1948456","Carrefour","EFE","2021-12-28 08:26:00"
"26954007","1238450","Carrefour","EFE","2021-12-28 08:17:00"
"26953989","1195421","Carrefour","EFE","2021-12-28 08:16:00"
"26953941","1140330","Carrefour","EFE","2021-12-28 08:04:00"
"26966292","1186659","Carrefour","EFE","2021-12-28 00:00:00"
"26988150","2625170","Carrefour","EFE","2021-12-28 00:00:00"
"26892751","1033159","Carrefour","EFE","2021-12-27 21:35:00"
"26930535","1098804","Carrefour","TAR","2021-12-27 21:25:00"
"26910756","192164","Carrefour","EFE","2021-12-27 20:07:00"
"26910585","192164","Carrefour","EFE","2021-12-27 20:07:00"
"26910549","258129","Carrefour","TAR","2021-12-27 20:00:00"
"26895022","187542","Carrefour","TAR","2021-12-27 18:41:00"
"26888719","165881","Carrefour","TAR","2021-12-27 18:03:00"
"26888500","165881","Carrefour","TAR","2021-12-27 18:03:00"
"26850061","361620","Carrefour","TAR","2021-12-27 16:50:00"
"26829871","643727","Carrefour","EFE","2021-12-27 16:00:00"
"26751685","109649","Carrefour","TAR","2021-12-27 12:16:00"
"26749816","109649","Carrefour","TAR","2021-12-27 12:16:00"
"26747533","109649","Carrefour","TAR","2021-12-27 12:16:00"
"26776690","2893765","Carrefour","TAR","2021-12-27 11:58:00"
"26984163","1744211","Carrefour","TAR","2021-12-27 10:15:00"
"26729851","638399","Carrefour","TAR","2021-12-26 18:47:00"
"26911935","1113604","Carrefour","TAR","2021-12-26 18:44:00"
"26729605","1113604","Carrefour","TAR","2021-12-26 18:44:00"
"26729575","1113604","Carrefour","TAR","2021-12-26 18:44:00"
"26911734","909345","Carrefour","TAR","2021-12-26 18:40:00"
"26729644","909345","Carrefour","TAR","2021-12-26 18:40:00"
"26727787","909345","Carrefour","EFE","2021-12-26 17:34:00"
"26727736","909345","Carrefour","EFE","2021-12-26 17:34:00"
"26732941","629579","Carrefour","EFE","2021-12-26 14:11:00"
"26728399","2625170","Carrefour","TAR","2021-12-26 12:54:00"
"26729395","2732130","Carrefour","EFE","2021-12-26 12:22:00"
"26716636","1948616","Carrefour","EFE","2021-12-26 11:34:00"
"26660782","458686","Carrefour","EFE","2021-12-24 21:35:00"
"26677267","3740551","Carrefour","TAR","2021-12-24 18:50:00"
"26707255","238740","Carrefour","EFE","2021-12-24 17:40:00"
"26673859","1029847","Carrefour","TAR","2021-12-24 16:34:00"
"26670628","292713","Carrefour","EFE","2021-12-24 16:12:00"
"26670571","292713","Carrefour","EFE","2021-12-24 16:12:00"
"26961174","151638","Carrefour","TAR","2021-12-24 14:14:00"
"26660311","151638","Carrefour","TAR","2021-12-24 14:14:00"
"26699041","3789652","Carrefour","TAR","2021-12-24 13:33:00"
"26645686","848610","Carrefour","TAR","2021-12-24 12:23:00"
"26645824","848610","Carrefour","TAR","2021-12-24 12:21:00"
"26645413","1140038","Carrefour","EFE","2021-12-24 12:08:00"
"26620900","323239","Carrefour","EFE","2021-12-23 22:53:00"
"26625970","3780154","Carrefour","TAR","2021-12-23 21:22:00"
"26625907","3780154","Carrefour","TAR","2021-12-23 21:22:00"
"26623441","2343949","Carrefour","TAR","2021-12-23 20:39:00"
"26623342","2343949","Carrefour","TAR","2021-12-23 20:39:00"
"26687155","759151","Carrefour","TAR","2021-12-23 18:56:00"
"26596786","1140330","Carrefour","EFE","2021-12-23 18:27:00"
"26595508","947334","Carrefour","TAR","2021-12-23 18:12:00"
"26595964","969490","Carrefour","TAR","2021-12-23 18:10:00"
"26620846","1018538","Carrefour","EFE","2021-12-23 15:37:00"
"26560489","293075","Carrefour","EFE","2021-12-23 15:04:00"
"26558908","364694","Carrefour","TAR","2021-12-23 14:40:00"
"26546812","1028980","Carrefour","EFE","2021-12-23 14:16:00"
"26544724","3691381","Carrefour","EFE","2021-12-23 13:39:00"
"26597755","364694","Carrefour","TAR","2021-12-23 11:21:00"
"26508388","1238450","Carrefour","EFE","2021-12-23 08:49:00"
"26508394","1195421","Carrefour","EFE","2021-12-23 08:49:00"
"26508262","1948616","Carrefour","EFE","2021-12-23 08:33:00"
"26508241","1948616","Carrefour","EFE","2021-12-23 08:33:00"
"26508271","3691360","Carrefour","EFE","2021-12-23 08:33:00"
"26508157","3570287","Carrefour","EFE","2021-12-23 08:15:00"
"26508154","3570287","Carrefour","EFE","2021-12-23 08:15:00"
"26508148","1948456","Carrefour","EFE","2021-12-23 08:14:00"
"26508133","1948456","Carrefour","EFE","2021-12-23 08:14:00"
"26506555","965885","Carrefour","TAR","2021-12-22 22:07:00"
"26500729","208950","Carrefour","TAR","2021-12-22 21:49:00"
"26501272","171384","Carrefour","TAR","2021-12-22 21:47:00"
"26476615","293075","Carrefour","EFE","2021-12-22 21:17:00"
"26496412","268272","Carrefour","TAR","2021-12-22 20:50:00"
"26506042","215050","Carrefour","TAR","2021-12-22 20:47:00"
"26505997","215050","Carrefour","TAR","2021-12-22 20:47:00"
"26492923","201695","Carrefour","TAR","2021-12-22 20:06:00"
"26491333","1173842","Carrefour","TAR","2021-12-22 19:57:00"
"26491255","1173842","Carrefour","TAR","2021-12-22 19:57:00"
"26487424","2666025","Carrefour","TAR","2021-12-22 19:05:00"
"26483527","2669720","Carrefour","TAR","2021-12-22 18:26:00"
"26503153","3761113","Carrefour","EFE","2021-12-22 18:21:00"
"26481973","638399","Carrefour","TAR","2021-12-22 17:57:00"
"26482018","638399","Carrefour","TAR","2021-12-22 17:56:00"
"26506915","2625170","Carrefour","EFE","2021-12-22 17:55:00"
"26481280","283232","Carrefour","TAR","2021-12-22 17:40:00"
"26481169","283232","Carrefour","TAR","2021-12-22 17:40:00"
"26481055","283232","Carrefour","TAR","2021-12-22 17:40:00"
"26480932","283232","Carrefour","TAR","2021-12-22 17:40:00"
"26480887","283232","Carrefour","TAR","2021-12-22 17:40:00"
"26480197","1126056","Carrefour","TAR","2021-12-22 17:17:00"
"26479165","166498","Carrefour","TAR","2021-12-22 17:17:00"
"26477629","1028980","Carrefour","TAR","2021-12-22 16:42:00"
"26477788","293075","Carrefour","EFE","2021-12-22 16:28:00"
"26476576","293075","Carrefour","EFE","2021-12-22 16:28:00"
"26476369","282005","Carrefour","EFE","2021-12-22 16:22:00"
"26478427","1025030","Carrefour","EFE","2021-12-22 15:28:00"
"26474761","1033159","Carrefour","TAR","2021-12-22 13:40:00"
"26466094","1033159","Carrefour","TAR","2021-12-22 13:40:00"
"26465911","1033159","Carrefour","TAR","2021-12-22 13:40:00"
"26465749","1173842","Carrefour","TAR","2021-12-22 13:38:00"
"26465032","1584331","Carrefour","EFE","2021-12-22 13:36:00"
"26464963","1584331","Carrefour","TAR","2021-12-22 12:35:00"
"26465227","1584331","Carrefour","TAR","2021-12-22 12:34:00"
"26465200","1584331","Carrefour","TAR","2021-12-22 12:34:00"
"26465095","1584331","Carrefour","TAR","2021-12-22 12:34:00"
"26459281","180390","Carrefour","EFE","2021-12-22 12:03:00"
"26452771","1127665","Carrefour","TAR","2021-12-22 09:33:00"
"26452693","1127665","Carrefour","TAR","2021-12-22 09:33:00"
"26452021","3570197","Carrefour","EFE","2021-12-22 08:41:00"
"26452045","3691381","Carrefour","EFE","2021-12-22 08:40:00"
"26452030","3691381","Carrefour","EFE","2021-12-22 08:40:00"
"26451913","1238450","Carrefour","EFE","2021-12-22 08:25:00"
"26451907","1195421","Carrefour","TAR","2021-12-22 08:24:00"
"26451904","1195421","Carrefour","TAR","2021-12-22 08:24:00"
"26451832","1140038","Carrefour","EFE","2021-12-22 08:08:00"
"26451829","1140330","Carrefour","EFE","2021-12-22 08:07:00"
"26451823","1140330","Carrefour","EFE","2021-12-22 08:07:00"
"26435842","2625170","Carrefour","EFE","2021-12-21 18:42:00"
"26432689","201695","Carrefour","TAR","2021-12-21 18:24:00"
"26427406","1018538","Carrefour","TAR","2021-12-21 15:30:00"
"26439610","293075","Carrefour","EFE","2021-12-21 15:09:00"
"26416432","1303091","Carrefour","TAR","2021-12-21 12:53:00"
"26413513","3430042","Carrefour","TAR","2021-12-21 10:43:00"
"26395441","186373","Carrefour","TAR","2021-12-20 20:24:00"
"26357788","1584331","Carrefour","TAR","2021-12-20 18:51:00"
"26405599","458686","Carrefour","TAR","2021-12-20 18:05:00"
"26405710","458686","Carrefour","TAR","2021-12-20 17:58:00"
"26331043","879168","Carrefour","TAR","2021-12-20 17:57:00"
"26407657","2625170","Carrefour","EFE","2021-12-20 16:04:00"
"26288467","947334","Carrefour","TAR","2021-12-20 15:16:00"
"26273182","1127665","Carrefour","TAR","2021-12-20 14:42:00"
"26245825","1948616","Carrefour","EFE","2021-12-20 13:52:00"
"26245219","1948616","Carrefour","EFE","2021-12-20 13:52:00"
"26244670","3691381","Carrefour","EFE","2021-12-20 13:52:00"
"26216344","3570287","Carrefour","EFE","2021-12-20 10:54:00"
"26209489","973096","Carrefour","TAR","2021-12-19 20:40:00"
"26212339","2625170","Carrefour","EFE","2021-12-19 20:10:00"
"26260636","3009297","Carrefour","TAR","2021-12-19 18:42:00"
"26204374","1255777","Carrefour","TAR","2021-12-19 18:11:00"
"26424379","1237591","Carrefour","EFE","2021-12-19 16:56:00"
"26212882","2625170","Carrefour","TAR","2021-12-19 16:39:00"
"26198464","710918","Carrefour","TAR","2021-12-19 14:40:00"
"26197651","1303091","Carrefour","TAR","2021-12-19 13:50:00"
"26211604","909345","Carrefour","EFE","2021-12-18 21:10:00"
"26174053","909345","Carrefour","EFE","2021-12-18 19:46:00"
"26171809","909345","Carrefour","EFE","2021-12-18 19:14:00"
"26409199","1833386","Carrefour","EFE","2021-12-18 19:13:00"
"26171749","1833386","Carrefour","EFE","2021-12-18 19:13:00"
"26171698","1833386","Carrefour","EFE","2021-12-18 19:13:00"
"26174158","165881","Carrefour","EFE","2021-12-18 19:05:00"
"26165980","149716","Carrefour","EFE","2021-12-18 17:29:00"
"26312419","3588022","Carrefour","TAR","2021-12-18 16:37:00"
"26307559","3757354","Carrefour","TAR","2021-12-18 16:19:00"
"26160265","2893765","Carrefour","TAR","2021-12-18 14:53:00"
"26159674","1910656","Carrefour","TAR","2021-12-18 14:38:00"
"26150803","3691360","Carrefour","EFE","2021-12-18 13:35:00"
