ticket_id,user_id,retailer,payment_method,date,ticket_amount
26997579,759151,Carrefour,TAR,2021-12-28 20:05:00,11.69
26998515,3799777,Carrefour,EFE,2021-12-28 19:07:00,0.63
26989785,364694,Carrefour,TAR,2021-12-28 18:25:00,4.5
27045958,215050,Carrefour,TAR,2021-12-28 18:16:00,2.15
26990064,215050,Carrefour,TAR,2021-12-28 18:16:00,2.15
26987355,357291,Carrefour,TAR,2021-12-28 17:45:00,7.57
26987295,357291,Carrefour,TAR,2021-12-28 17:45:00,7.57
26987259,357291,Carrefour,TAR,2021-12-28 17:45:00,2.99
26966205,1186659,Carrefour,EFE,2021-12-28 12:42:00,35.95
26966136,1186659,Carrefour,EFE,2021-12-28 12:42:00,30.67
26954127,1948616,Carrefour,EFE,2021-12-28 08:27:00,3.92
26954124,1948456,Carrefour,EFE,2021-12-28 08:26:00,2.7
26954007,1238450,Carrefour,EFE,2021-12-28 08:17:00,3.92
26953989,1195421,Carrefour,EFE,2021-12-28 08:16:00,6.52
26953941,1140330,Carrefour,EFE,2021-12-28 08:04:00,3.87
26966292,1186659,Carrefour,EFE,2021-12-28 00:00:00,25.45
26988150,2625170,Carrefour,EFE,2021-12-28 00:00:00,4.4
26892751,1033159,Carrefour,EFE,2021-12-27 21:35:00,16.74
26930535,1098804,Carrefour,TAR,2021-12-27 21:25:00,9.06
26910756,192164,Carrefour,EFE,2021-12-27 20:07:00,8.71
26910585,192164,Carrefour,EFE,2021-12-27 20:07:00,7.45
26910549,258129,Carrefour,TAR,2021-12-27 20:00:00,1.26
26895022,187542,Carrefour,TAR,2021-12-27 18:41:00,18.07
26888719,165881,Carrefour,TAR,2021-12-27 18:03:00,36.59
26888500,165881,Carrefour,TAR,2021-12-27 18:03:00,36.59
26850061,361620,Carrefour,TAR,2021-12-27 16:50:00,8.5
26829871,643727,Carrefour,EFE,2021-12-27 16:00:00,1.96
26751685,109649,Carrefour,TAR,2021-12-27 12:16:00,107.28
26749816,109649,Carrefour,TAR,2021-12-27 12:16:00,106.53
26747533,109649,Carrefour,TAR,2021-12-27 12:16:00,78.62
26776690,2893765,Carrefour,TAR,2021-12-27 11:58:00,12.149999999999999
26984163,1744211,Carrefour,TAR,2021-12-27 10:15:00,8.46
26729851,638399,Carrefour,TAR,2021-12-26 18:47:00,3.9
26911935,1113604,Carrefour,TAR,2021-12-26 18:44:00,10.95
26729605,1113604,Carrefour,TAR,2021-12-26 18:44:00,9.36
26729575,1113604,Carrefour,TAR,2021-12-26 18:44:00,5.79
26911734,909345,Carrefour,TAR,2021-12-26 18:40:00,12.51
26729644,909345,Carrefour,TAR,2021-12-26 18:40:00,16.08
26727787,909345,Carrefour,EFE,2021-12-26 17:34:00,10.059999999999999
26727736,909345,Carrefour,EFE,2021-12-26 17:34:00,10.059999999999999
26732941,629579,Carrefour,EFE,2021-12-26 14:11:00,27.64
26728399,2625170,Carrefour,TAR,2021-12-26 12:54:00,10.42
26729395,2732130,Carrefour,EFE,2021-12-26 12:22:00,39.84
26716636,1948616,Carrefour,EFE,2021-12-26 11:34:00,2.34
26660782,458686,Carrefour,EFE,2021-12-24 21:35:00,2.24
26677267,3740551,Carrefour,TAR,2021-12-24 18:50:00,36.739999999999995
26707255,238740,Carrefour,EFE,2021-12-24 17:40:00,4.8
26673859,1029847,Carrefour,TAR,2021-12-24 16:34:00,4.5
26670628,292713,Carrefour,EFE,2021-12-24 16:12:00,27.93
26670571,292713,Carrefour,EFE,2021-12-24 16:12:00,30.35
26961174,151638,Carrefour,TAR,2021-12-24 14:14:00,50.87
26660311,151638,Carrefour,TAR,2021-12-24 14:14:00,50.87
26699041,3789652,Carrefour,TAR,2021-12-24 13:33:00,9.71
26645686,848610,Carrefour,TAR,2021-12-24 12:23:00,4.609999999999999
26645824,848610,Carrefour,TAR,2021-12-24 12:21:00,17.55
26645413,1140038,Carrefour,EFE,2021-12-24 12:08:00,1.16
26620900,323239,Carrefour,EFE,2021-12-23 22:53:00,4.97
26625970,3780154,Carrefour,TAR,2021-12-23 21:22:00,6.33
26625907,3780154,Carrefour,TAR,2021-12-23 21:22:00,6.33
26623441,2343949,Carrefour,TAR,2021-12-23 20:39:00,4.09
26623342,2343949,Carrefour,TAR,2021-12-23 20:39:00,1.61
26687155,759151,Carrefour,TAR,2021-12-23 18:56:00,16.15
26596786,1140330,Carrefour,EFE,2021-12-23 18:27:00,1.28
26595508,947334,Carrefour,TAR,2021-12-23 18:12:00,11.98
26595964,969490,Carrefour,TAR,2021-12-23 18:10:00,15.4
26620846,1018538,Carrefour,EFE,2021-12-23 15:37:00,4.22
26560489,293075,Carrefour,EFE,2021-12-23 15:04:00,4.03
26558908,364694,Carrefour,TAR,2021-12-23 14:40:00,10.89
26546812,1028980,Carrefour,EFE,2021-12-23 14:16:00,1.6
26544724,3691381,Carrefour,EFE,2021-12-23 13:39:00,2.44
26597755,364694,Carrefour,TAR,2021-12-23 11:21:00,4.79
26508388,1238450,Carrefour,EFE,2021-12-23 08:49:00,3.77
26508394,1195421,Carrefour,EFE,2021-12-23 08:49:00,2.3
26508262,1948616,Carrefour,EFE,2021-12-23 08:33:00,13.29
26508241,1948616,Carrefour,EFE,2021-12-23 08:33:00,5.73
26508271,3691360,Carrefour,EFE,2021-12-23 08:33:00,4.26
26508157,3570287,Carrefour,EFE,2021-12-23 08:15:00,9.46
26508154,3570287,Carrefour,EFE,2021-12-23 08:15:00,10.64
26508148,1948456,Carrefour,EFE,2021-12-23 08:14:00,6.91
26508133,1948456,Carrefour,EFE,2021-12-23 08:14:00,6.91
26506555,965885,Carrefour,TAR,2021-12-22 22:07:00,11.870000000000001
26500729,208950,Carrefour,TAR,2021-12-22 21:49:00,11.16
26501272,171384,Carrefour,TAR,2021-12-22 21:47:00,4.25
26476615,293075,Carrefour,EFE,2021-12-22 21:17:00,35.91
26496412,268272,Carrefour,TAR,2021-12-22 20:50:00,12.3
26506042,215050,Carrefour,TAR,2021-12-22 20:47:00,20.86
26505997,215050,Carrefour,TAR,2021-12-22 20:47:00,22.119999999999997
26492923,201695,Carrefour,TAR,2021-12-22 20:06:00,9.94
26491333,1173842,Carrefour,TAR,2021-12-22 19:57:00,29.41
26491255,1173842,Carrefour,TAR,2021-12-22 19:57:00,35.79
26487424,2666025,Carrefour,TAR,2021-12-22 19:05:00,20.6
26483527,2669720,Carrefour,TAR,2021-12-22 18:26:00,10.3
26503153,3761113,Carrefour,EFE,2021-12-22 18:21:00,0.88
26481973,638399,Carrefour,TAR,2021-12-22 17:57:00,12.18
26482018,638399,Carrefour,TAR,2021-12-22 17:56:00,12.18
26506915,2625170,Carrefour,EFE,2021-12-22 17:55:00,1.28
26481280,283232,Carrefour,TAR,2021-12-22 17:40:00,32.64
26481169,283232,Carrefour,TAR,2021-12-22 17:40:00,46.69
26481055,283232,Carrefour,TAR,2021-12-22 17:40:00,36.02
26480932,283232,Carrefour,TAR,2021-12-22 17:40:00,40.94
26480887,283232,Carrefour,TAR,2021-12-22 17:40:00,47.64
26480197,1126056,Carrefour,TAR,2021-12-22 17:17:00,28.19
26479165,166498,Carrefour,TAR,2021-12-22 17:17:00,4.72
26477629,1028980,Carrefour,TAR,2021-12-22 16:42:00,5.140000000000001
26477788,293075,Carrefour,EFE,2021-12-22 16:28:00,32.24
26476576,293075,Carrefour,EFE,2021-12-22 16:28:00,29.94
26476369,282005,Carrefour,EFE,2021-12-22 16:22:00,9.78
26478427,1025030,Carrefour,EFE,2021-12-22 15:28:00,8.42
26474761,1033159,Carrefour,TAR,2021-12-22 13:40:00,10.69
26466094,1033159,Carrefour,TAR,2021-12-22 13:40:00,16.66
26465911,1033159,Carrefour,TAR,2021-12-22 13:40:00,23.53
26465749,1173842,Carrefour,TAR,2021-12-22 13:38:00,1.96
26465032,1584331,Carrefour,EFE,2021-12-22 13:36:00,2.15
26464963,1584331,Carrefour,TAR,2021-12-22 12:35:00,12.350000000000001
26465227,1584331,Carrefour,TAR,2021-12-22 12:34:00,9.6
26465200,1584331,Carrefour,TAR,2021-12-22 12:34:00,9.6
26465095,1584331,Carrefour,TAR,2021-12-22 12:34:00,1.66
26459281,180390,Carrefour,EFE,2021-12-22 12:03:00,10.0
26452771,1127665,Carrefour,TAR,2021-12-22 09:33:00,6.7
26452693,1127665,Carrefour,TAR,2021-12-22 09:33:00,6.7
26452021,3570197,Carrefour,EFE,2021-12-22 08:41:00,8.34
26452045,3691381,Carrefour,EFE,2021-12-22 08:40:00,1.96
26452030,3691381,Carrefour,EFE,2021-12-22 08:40:00,1.96
26451913,1238450,Carrefour,EFE,2021-12-22 08:25:00,1.96
26451907,1195421,Carrefour,TAR,2021-12-22 08:24:00,19.72
26451904,1195421,Carrefour,TAR,2021-12-22 08:24:00,6.96
26451832,1140038,Carrefour,EFE,2021-12-22 08:08:00,14.719999999999999
26451829,1140330,Carrefour,EFE,2021-12-22 08:07:00,6.96
26451823,1140330,Carrefour,EFE,2021-12-22 08:07:00,6.96
26435842,2625170,Carrefour,EFE,2021-12-21 18:42:00,1.75
26432689,201695,Carrefour,TAR,2021-12-21 18:24:00,5.18
26427406,1018538,Carrefour,TAR,2021-12-21 15:30:00,11.5
26439610,293075,Carrefour,EFE,2021-12-21 15:09:00,6.45
26416432,1303091,Carrefour,TAR,2021-12-21 12:53:00,3.98
26413513,3430042,Carrefour,TAR,2021-12-21 10:43:00,26.84
26395441,186373,Carrefour,TAR,2021-12-20 20:24:00,28.959999999999997
26357788,1584331,Carrefour,TAR,2021-12-20 18:51:00,13.4
26405599,458686,Carrefour,TAR,2021-12-20 18:05:00,4.5
